	dataset_config: {'path': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'path_test': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [507, 360, 376, 531, 540, 334, 49, 663, 784, 73, 775, 881, 239, 885, 363, 18, 587, 161, 801, 322, 713, 657, 867, 331, 829, 492, 820, 280, 516, 263, 581, 19, 307, 504, 12, 578, 439, 553, 674, 125, 777, 366, 146, 650, 345, 741, 39, 238, 255, 114, 384, 380, 446, 185, 547, 430, 861, 253, 768, 661, 744, 814, 692, 576, 358, 697, 508, 252, 392, 189, 413, 449, 288, 20, 535, 476, 295, 271, 812, 103, 262, 794, 291, 266, 522, 817, 529, 591, 670, 479, 802, 172, 274, 383, 217, 884, 237, 405, 267, 583, 682, 173, 798, 687, 498, 93, 43, 272, 82, 546, 425, 355, 254, 445, 590, 608, 727, 222, 121, 580, 32, 216, 548, 696, 422, 759, 268, 34, 159, 597, 361, 596, 317, 319, 462, 460, 328, 455, 261, 489, 269, 207, 155, 746, 247, 416, 402, 561, 638, 203, 128, 378, 275, 631, 795, 143, 233, 734, 810, 64, 6, 499, 286, 501, 859, 609, 98, 543, 166, 7, 311, 450, 469, 497, 673, 435, 151, 601, 232, 340, 886, 651, 74, 348, 766, 382, 8, 150, 544, 373, 564, 693, 92, 823, 375, 227, 174, 111, 212, 847, 664, 144, 808, 367, 201, 315, 875, 567, 760, 370, 200, 815, 388, 13, 586, 52, 745, 259, 838, 574, 99, 622, 563, 751, 701, 573, 168, 220, 454, 105, 584, 344, 604, 448, 35, 844, 495, 362, 303, 306, 195, 842, 265, 368, 428, 410, 656, 623, 241, 675, 243, 364, 457, 681, 11, 831, 520, 872, 716, 770, 725, 637, 209, 117, 541, 301, 780, 211, 28, 202, 466, 369, 505, 695, 485, 624, 387, 555, 133, 635, 432, 108, 431, 118, 491, 297, 100, 527, 16, 472, 659, 299, 642, 47, 4, 513, 44, 809, 519, 165, 229, 183, 517, 824, 551, 589, 68, 235, 811, 724, 848, 110, 163, 276, 423, 461, 135, 318, 126, 379, 41, 739, 764, 2, 210, 441, 329, 684, 270, 264, 618, 676, 849, 178, 30, 76, 613, 156, 473, 888, 603, 115, 403, 96, 101, 440, 779, 91, 702, 790, 634, 863, 86, 447, 459, 260, 157, 336, 3, 400, 478, 196, 621, 390, 855, 123, 585, 653, 686, 598, 756, 194, 562, 753, 14, 654, 256, 391, 25, 97, 407, 349, 533, 752, 354, 611, 865, 414, 60, 856, 106, 537, 246, 806, 51, 512, 411, 147, 84, 819, 712, 816, 748, 292, 175, 880, 582, 800, 700, 359, 398, 284, 230, 338, 837, 772, 141, 509, 490, 470, 871, 442, 538, 524, 458, 722, 312, 545, 862, 45, 721, 731, 152, 177, 434, 330, 736, 740, 683, 357, 294, 42, 652, 742, 705, 480, 197, 199, 787, 215, 614, 324, 77, 717, 532, 309, 506, 500, 75, 714, 711, 90, 539, 134, 892, 827, 415, 870, 57, 758, 761, 59, 630, 822, 627, 487, 602, 737, 593, 213, 67, 122, 839, 728, 83, 102, 528, 21, 858, 132, 465, 421, 85, 298, 248, 308, 665, 337, 333, 273, 167, 37, 579, 451, 521, 690, 424, 632, 218, 649, 145, 655, 169, 401, 0, 616, 290, 807, 493, 488, 646, 671, 691, 566, 718, 730, 160, 658, 258, 321, 715, 55, 149, 29, 377, 219, 868, 154, 648, 835, 225, 404, 463, 774, 71, 443, 782, 757, 339, 832, 773, 399, 694, 234, 72, 372, 610, 732, 640, 600, 56, 720, 594, 119, 226, 526, 323, 341, 783, 750, 464, 5, 679, 304, 327, 666, 191, 89, 326, 140, 554, 453, 181, 570, 87, 568, 786, 23, 536, 158, 799, 641, 394, 186, 316, 860, 251, 678, 190, 698, 672, 874, 170, 797, 129, 749, 342, 743, 198, 385, 803, 1, 381, 136, 38, 843, 688, 245, 719, 289, 883, 386, 9, 599, 184, 46, 530, 164, 325, 27, 10, 62, 805, 426, 33, 142, 549, 293, 58, 343, 351, 69, 854, 278, 879, 703, 374, 510, 153, 781, 876, 352, 31, 124, 767, 668, 733, 869, 615, 791, 417, 104, 475, 148, 830, 813, 662, 771, 130, 24, 878, 94, 793, 427, 188, 575, 406, 754, 452, 412, 557, 474, 864, 113, 723, 833, 796, 314, 607, 523, 109, 302, 471, 680, 605, 138, 223, 556, 625, 397, 277, 127, 639, 726, 891, 192, 320, 626, 137, 588, 708, 821, 231, 873, 852, 15, 242, 50, 228, 182, 171, 70, 180, 792, 647, 514, 636, 620, 565, 257, 214, 669, 482, 738, 300, 244, 26, 365, 572, 735, 515, 887, 550, 834, 436, 54, 866, 429, 305, 628, 486, 877, 65, 179, 644, 433, 710, 617, 571, 778, 204, 456, 310, 395, 389, 518, 81, 221, 467, 755, 353, 335, 629, 511, 287, 836, 776, 882, 296, 569, 80, 845, 88, 559, 826, 53, 769, 704, 283, 477, 542, 893, 503, 496, 285, 437, 79, 890, 249, 788, 857, 481, 419, 762, 677, 409, 667, 162, 660, 853, 205, 139, 78, 279, 347, 208, 689, 502, 619, 851, 112, 418, 592, 350, 116, 707, 224, 483, 785, 846, 420, 818, 825, 765, 282, 747, 346, 63, 107, 66, 560, 850, 494, 468, 17, 408, 552, 332, 789, 281, 595, 393, 828, 841, 840, 534, 240, 438, 371, 729, 131, 120, 633, 48, 22, 577, 706, 193, 444, 804, 606, 699, 250, 356, 643, 525, 396, 709, 187, 313, 484, 40, 61, 176, 206, 645, 236, 558, 889, 763, 685, 36, 612, 95]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=2.786, TAw acc= 36.6% | *
    (19): Linear(in_features=1000, out_features=20, bias=True)
    (20): Linear(in_features=1000, out_features=20, bias=True)
    (21): Linear(in_features=1000, out_features=20, bias=True)
    (22): Linear(in_features=1000, out_features=20, bias=True)
    (23): Linear(in_features=1000, out_features=20, bias=True)
  )
)
======

************************************************************************************************************
Task 24
************************************************************************************************************
| Epoch   1, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=97.993, TAw acc= 50.0% | *
| Epoch   2, time= 13.0s | Train: skip eval | Valid: time=  0.3s loss=92.237, TAw acc= 55.8% | *
| Epoch   3, time= 12.9s | Train: skip eval | Valid: time=  0.3s loss=89.964, TAw acc= 74.4% | *
| Epoch   4, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=88.814, TAw acc= 83.7% | *
| Epoch   5, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=88.124, TAw acc= 89.5% | *
| Epoch   6, time= 12.9s | Train: skip eval | Valid: time=  0.3s loss=87.661, TAw acc= 96.5% | *
| Epoch   7, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.560, TAw acc= 97.7% | *
| Epoch   8, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.441, TAw acc= 97.7% | *
| Epoch   9, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.386, TAw acc= 97.7% | *
| Epoch  10, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.413, TAw acc= 97.7% |
| Epoch  11, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.369, TAw acc= 97.7% | *
| Epoch  12, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.311, TAw acc= 97.7% | *
| Epoch  13, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.294, TAw acc= 97.7% | *
| Epoch  14, time= 12.6s | Train: skip eval | Valid: time=  0.3s loss=87.290, TAw acc= 97.7% | *
| Epoch  15, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.269, TAw acc= 97.7% | *
| Epoch  16, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.344, TAw acc= 97.7% |
| Epoch  17, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.326, TAw acc= 97.7% |
| Epoch  18, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.241, TAw acc= 97.7% | *
| Epoch  19, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.243, TAw acc= 97.7% |
| Epoch  20, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.221, TAw acc= 97.7% | *
| Epoch  21, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.226, TAw acc= 97.7% |
| Epoch  22, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.243, TAw acc= 97.7% |
| Epoch  23, time= 12.6s | Train: skip eval | Valid: time=  0.3s loss=87.232, TAw acc= 97.7% |
| Epoch  24, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.177, TAw acc= 97.7% | *
| Epoch  25, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.201, TAw acc= 97.7% |
| Epoch  26, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.230, TAw acc= 97.7% |
| Epoch  27, time= 13.0s | Train: skip eval | Valid: time=  0.3s loss=87.188, TAw acc= 97.7% |
| Epoch  28, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.200, TAw acc= 97.7% |
| Epoch  29, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.190, TAw acc= 97.7% | lr=3.3e-03
| Epoch  30, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.191, TAw acc= 97.7% |
| Epoch  31, time= 12.9s | Train: skip eval | Valid: time=  0.3s loss=87.202, TAw acc= 97.7% |
| Epoch  32, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.187, TAw acc= 97.7% |
| Epoch  33, time= 13.7s | Train: skip eval | Valid: time=  0.5s loss=87.200, TAw acc= 97.7% |
| Epoch  34, time= 12.8s | Train: skip eval | Valid: time=  0.3s loss=87.199, TAw acc= 97.7% | lr=1.1e-03
| Epoch  35, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.178, TAw acc= 97.7% |
| Epoch  36, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.186, TAw acc= 97.7% |
| Epoch  37, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.188, TAw acc= 97.7% |
| Epoch  38, time= 13.0s | Train: skip eval | Valid: time=  0.3s loss=87.193, TAw acc= 97.7% |
| Epoch  39, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.195, TAw acc= 97.7% | lr=3.7e-04
| Epoch  40, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.174, TAw acc= 97.7% | *
| Epoch  41, time= 12.6s | Train: skip eval | Valid: time=  0.3s loss=87.176, TAw acc= 97.7% |
| Epoch  42, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.179, TAw acc= 97.7% |
| Epoch  43, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=87.180, TAw acc= 97.7% |
| Epoch  44, time= 13.0s | Train: skip eval | Valid: time=  0.3s loss=87.182, TAw acc= 97.7% |
| Epoch  45, time= 13.1s | Train: skip eval | Valid: time=  0.3s loss=87.183, TAw acc= 97.7% | lr=1.2e-04
| Epoch  46, time= 13.0s | Train: skip eval | Valid: time=  0.3s loss=87.175, TAw acc= 97.7% |
| Epoch  47, time= 13.0s | Train: skip eval | Valid: time=  0.3s loss=87.175, TAw acc= 97.7% |
| Epoch  48, time= 12.5s | Train: skip eval | Valid: time=  0.3s loss=87.176, TAw acc= 97.7% |
| Epoch  49, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.177, TAw acc= 97.7% |
| Epoch  50, time= 12.4s | Train: skip eval | Valid: time=  0.3s loss=87.178, TAw acc= 97.7% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 10
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
| Selected 3743 train exemplars, time=  1.1s
3743
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=1.136 | TAw acc= 92.1%, forg=  0.0%| TAg acc= 69.1%, forg= 23.0% <<<
>>> Test on task  1 : loss=14.094 | TAw acc= 95.4%, forg=  0.0%| TAg acc= 75.2%, forg= 18.3% <<<
>>> Test on task  2 : loss=22.005 | TAw acc= 93.7%, forg=  0.0%| TAg acc= 70.3%, forg= 13.5% <<<
>>> Test on task  3 : loss=29.711 | TAw acc= 96.6%, forg=  0.0%| TAg acc= 68.9%, forg= 19.3% <<<
>>> Test on task  4 : loss=33.154 | TAw acc= 95.7%, forg=  0.0%| TAg acc= 79.5%, forg=  8.5% <<<
>>> Test on task  5 : loss=38.041 | TAw acc= 95.7%, forg=  0.0%| TAg acc= 64.3%, forg= 25.2% <<<
>>> Test on task  6 : loss=43.317 | TAw acc= 90.3%, forg=  0.0%| TAg acc= 65.0%, forg= 10.7% <<<
>>> Test on task  7 : loss=45.554 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 66.7%, forg= 13.9% <<<
>>> Test on task  8 : loss=47.349 | TAw acc= 94.7%, forg=  0.0%| TAg acc= 74.2%, forg=  7.6% <<<
>>> Test on task  9 : loss=53.527 | TAw acc= 94.8%, forg=  0.0%| TAg acc= 63.5%, forg= 17.7% <<<
>>> Test on task 10 : loss=55.070 | TAw acc= 96.4%, forg=  0.0%| TAg acc= 61.3%, forg= 11.7% <<<
>>> Test on task 11 : loss=57.391 | TAw acc= 96.0%, forg=  0.0%| TAg acc= 60.4%, forg=  6.9% <<<
>>> Test on task 12 : loss=58.372 | TAw acc= 87.1%, forg=  0.0%| TAg acc= 55.9%, forg=  4.3% <<<
>>> Test on task 13 : loss=60.022 | TAw acc= 95.9%, forg=  0.0%| TAg acc= 63.4%, forg= 13.0% <<<
>>> Test on task 14 : loss=62.460 | TAw acc= 93.4%, forg=  0.0%| TAg acc= 60.4%, forg=  1.1% <<<
>>> Test on task 15 : loss=70.369 | TAw acc= 95.9%, forg=  0.0%| TAg acc= 58.2%, forg=  6.6% <<<
>>> Test on task 16 : loss=65.695 | TAw acc= 93.5%, forg=  0.0%| TAg acc= 76.4%, forg=  1.6% <<<
>>> Test on task 17 : loss=72.960 | TAw acc= 93.0%, forg=  0.0%| TAg acc= 65.2%, forg=  4.3% <<<
>>> Test on task 18 : loss=70.817 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 57.7%, forg=  1.0% <<<
>>> Test on task 19 : loss=73.323 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 73.8%, forg=  1.0% <<<
>>> Test on task 20 : loss=78.041 | TAw acc= 97.3%, forg=  0.0%| TAg acc= 68.8%, forg=  1.8% <<<
>>> Test on task 21 : loss=80.508 | TAw acc= 91.6%, forg=  0.0%| TAg acc= 73.9%, forg=  0.8% <<<
>>> Test on task 22 : loss=81.220 | TAw acc= 91.4%, forg=  0.0%| TAg acc= 55.2%, forg=  0.0% <<<
>>> Test on task 23 : loss=76.338 | TAw acc= 90.9%, forg=  0.0%| TAg acc= 71.9%, forg=  0.0% <<<
>>> Test on task 24 : loss=86.468 | TAw acc= 90.4%, forg=  0.0%| TAg acc= 58.3%, forg=  0.0% <<<
Save at icarl_wisdm_3/wisdm_flex_icarl
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=1000, out_features=34, bias=True)
    (1): Linear(in_features=1000, out_features=20, bias=True)
    (2): Linear(in_features=1000, out_features=20, bias=True)
    (3): Linear(in_features=1000, out_features=20, bias=True)
    (4): Linear(in_features=1000, out_features=20, bias=True)
    (5): Linear(in_features=1000, out_features=20, bias=True)
    (6): Linear(in_features=1000, out_features=20, bias=True)
    (7): Linear(in_features=1000, out_features=20, bias=True)
    (8): Linear(in_features=1000, out_features=20, bias=True)
    (9): Linear(in_features=1000, out_features=20, bias=True)
    (10): Linear(in_features=1000, out_features=20, bias=True)
    (11): Linear(in_features=1000, out_features=20, bias=True)
    (12): Linear(in_features=1000, out_features=20, bias=True)
    (13): Linear(in_features=1000, out_features=20, bias=True)
    (14): Linear(in_features=1000, out_features=20, bias=True)
    (15): Linear(in_features=1000, out_features=20, bias=True)
    (16): Linear(in_features=1000, out_features=20, bias=True)
    (17): Linear(in_features=1000, out_features=20, bias=True)
    (18): Linear(in_features=1000, out_features=20, bias=True)
    (19): Linear(in_features=1000, out_features=20, bias=True)
    (20): Linear(in_features=1000, out_features=20, bias=True)
    (21): Linear(in_features=1000, out_features=20, bias=True)
    (22): Linear(in_features=1000, out_features=20, bias=True)
    (23): Linear(in_features=1000, out_features=20, bias=True)
    (24): Linear(in_features=1000, out_features=20, bias=True)
  )
)
======

************************************************************************************************************
Task 25
************************************************************************************************************
| Epoch   1, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=102.419, TAw acc= 51.3% | *
| Epoch   2, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=95.839, TAw acc= 72.4% | *
| Epoch   3, time= 13.5s | Train: skip eval | Valid: time=  0.3s loss=93.085, TAw acc= 92.1% | *
| Epoch   4, time= 14.1s | Train: skip eval | Valid: time=  0.3s loss=91.856, TAw acc= 97.4% | *
| Epoch   5, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=91.274, TAw acc= 97.4% | *
| Epoch   6, time= 13.6s | Train: skip eval | Valid: time=  0.3s loss=90.970, TAw acc= 97.4% | *
| Epoch   7, time= 13.4s | Train: skip eval | Valid: time=  0.3s loss=91.043, TAw acc= 97.4% |
| Epoch   8, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.991, TAw acc= 97.4% |
| Epoch   9, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.958, TAw acc= 97.4% | *
| Epoch  10, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.922, TAw acc= 97.4% | *
| Epoch  11, time= 13.4s | Train: skip eval | Valid: time=  0.3s loss=90.860, TAw acc= 97.4% | *
| Epoch  12, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.915, TAw acc= 97.4% |
| Epoch  13, time= 13.9s | Train: skip eval | Valid: time=  0.3s loss=90.952, TAw acc= 97.4% |
| Epoch  14, time= 14.1s | Train: skip eval | Valid: time=  0.3s loss=90.971, TAw acc= 97.4% |
| Epoch  15, time= 13.9s | Train: skip eval | Valid: time=  0.3s loss=91.062, TAw acc= 97.4% |
| Epoch  16, time= 13.6s | Train: skip eval | Valid: time=  0.3s loss=90.869, TAw acc= 97.4% | lr=3.3e-03
| Epoch  17, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.877, TAw acc= 97.4% |
| Epoch  18, time= 13.9s | Train: skip eval | Valid: time=  0.3s loss=90.928, TAw acc= 97.4% |
| Epoch  19, time= 13.9s | Train: skip eval | Valid: time=  0.3s loss=90.934, TAw acc= 97.4% |
| Epoch  20, time= 14.2s | Train: skip eval | Valid: time=  0.3s loss=90.941, TAw acc= 97.4% |
| Epoch  21, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.941, TAw acc= 97.4% | lr=1.1e-03
| Epoch  22, time= 13.8s | Train: skip eval | Valid: time=  0.3s loss=90.885, TAw acc= 97.4% |
| Epoch  23, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.909, TAw acc= 97.4% |
| Epoch  24, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.922, TAw acc= 97.4% |
| Epoch  25, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.928, TAw acc= 97.4% |
| Epoch  26, time= 13.4s | Train: skip eval | Valid: time=  0.3s loss=90.932, TAw acc= 97.4% | lr=3.7e-04
| Epoch  27, time= 14.1s | Train: skip eval | Valid: time=  0.3s loss=90.862, TAw acc= 97.4% |
| Epoch  28, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.874, TAw acc= 97.4% |
| Epoch  29, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.882, TAw acc= 97.4% |
| Epoch  30, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.891, TAw acc= 97.4% |
| Epoch  31, time= 13.2s | Train: skip eval | Valid: time=  0.3s loss=90.900, TAw acc= 97.4% | lr=1.2e-04
| Epoch  32, time= 14.1s | Train: skip eval | Valid: time=  0.3s loss=90.855, TAw acc= 97.4% | *
| Epoch  33, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.858, TAw acc= 97.4% |
| Epoch  34, time= 13.4s | Train: skip eval | Valid: time=  0.3s loss=90.862, TAw acc= 97.4% |
| Epoch  35, time= 14.0s | Train: skip eval | Valid: time=  0.3s loss=90.866, TAw acc= 97.4% |
| Epoch  36, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.869, TAw acc= 97.4% |
| Epoch  37, time= 13.3s | Train: skip eval | Valid: time=  0.3s loss=90.873, TAw acc= 97.4% | lr=4.1e-05
EXEMPLARS_PER_CLASS: 10
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
| Selected 3883 train exemplars, time=  1.1s
3883
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=1.154 | TAw acc= 92.1%, forg=  0.0%| TAg acc= 65.4%, forg= 26.7% <<<
>>> Test on task  1 : loss=14.146 | TAw acc= 95.4%, forg=  0.0%| TAg acc= 71.6%, forg= 22.0% <<<
>>> Test on task  2 : loss=21.959 | TAw acc= 93.7%, forg=  0.0%| TAg acc= 70.3%, forg= 13.5% <<<
>>> Test on task  3 : loss=29.651 | TAw acc= 96.6%, forg=  0.0%| TAg acc= 68.9%, forg= 19.3% <<<
>>> Test on task  4 : loss=33.101 | TAw acc= 95.7%, forg=  0.0%| TAg acc= 78.6%, forg=  9.4% <<<
>>> Test on task  5 : loss=37.988 | TAw acc= 95.7%, forg=  0.0%| TAg acc= 64.3%, forg= 25.2% <<<
>>> Test on task  6 : loss=43.212 | TAw acc= 90.3%, forg=  0.0%| TAg acc= 65.0%, forg= 10.7% <<<
>>> Test on task  7 : loss=45.574 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 66.7%, forg= 13.9% <<<
>>> Test on task  8 : loss=47.276 | TAw acc= 94.7%, forg=  0.0%| TAg acc= 72.7%, forg=  9.1% <<<
>>> Test on task  9 : loss=53.475 | TAw acc= 94.8%, forg=  0.0%| TAg acc= 63.5%, forg= 17.7% <<<
>>> Test on task 10 : loss=55.033 | TAw acc= 96.4%, forg=  0.0%| TAg acc= 60.4%, forg= 12.6% <<<
>>> Test on task 11 : loss=57.319 | TAw acc= 96.0%, forg=  0.0%| TAg acc= 59.4%, forg=  7.9% <<<
>>> Test on task 12 : loss=58.312 | TAw acc= 87.1%, forg=  0.0%| TAg acc= 54.8%, forg=  5.4% <<<
>>> Test on task 13 : loss=59.926 | TAw acc= 95.9%, forg=  0.0%| TAg acc= 63.4%, forg= 13.0% <<<
>>> Test on task 14 : loss=62.482 | TAw acc= 93.4%, forg=  0.0%| TAg acc= 60.4%, forg=  1.1% <<<
>>> Test on task 15 : loss=70.312 | TAw acc= 95.9%, forg=  0.0%| TAg acc= 58.2%, forg=  6.6% <<<
>>> Test on task 16 : loss=65.666 | TAw acc= 93.5%, forg=  0.0%| TAg acc= 75.6%, forg=  2.4% <<<
>>> Test on task 17 : loss=72.873 | TAw acc= 93.0%, forg=  0.0%| TAg acc= 62.6%, forg=  7.0% <<<
>>> Test on task 18 : loss=70.719 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 57.7%, forg=  1.0% <<<
>>> Test on task 19 : loss=73.210 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 73.8%, forg=  1.0% <<<
>>> Test on task 20 : loss=77.998 | TAw acc= 97.3%, forg=  0.0%| TAg acc= 67.0%, forg=  3.6% <<<
>>> Test on task 21 : loss=80.472 | TAw acc= 91.6%, forg=  0.0%| TAg acc= 73.9%, forg=  0.8% <<<
>>> Test on task 22 : loss=81.289 | TAw acc= 91.4%, forg=  0.0%| TAg acc= 55.2%, forg=  0.0% <<<
>>> Test on task 23 : loss=76.277 | TAw acc= 90.9%, forg=  0.0%| TAg acc= 70.2%, forg=  1.7% <<<
>>> Test on task 24 : loss=86.834 | TAw acc= 90.4%, forg=  0.0%| TAg acc= 57.4%, forg=  0.9% <<<
>>> Test on task 25 : loss=88.334 | TAw acc= 98.1%, forg=  0.0%| TAg acc= 70.2%, forg=  0.0% <<<
Save at icarl_wisdm_3/wisdm_flex_icarl
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=1000, out_features=34, bias=True)
    (1): Linear(in_features=1000, out_features=20, bias=True)
    (2): Linear(in_features=1000, out_features=20, bias=True)
    (3): Linear(in_features=1000, out_features=20, bias=True)
    (4): Linear(in_features=1000, out_features=20, bias=True)
    (5): Linear(in_features=1000, out_features=20, bias=True)
    (6): Linear(in_features=1000, out_features=20, bias=True)
    (7): Linear(in_features=1000, out_features=20, bias=True)
    (8): Linear(in_features=1000, out_features=20, bias=True)
    (9): Linear(in_features=1000, out_features=20, bias=True)
    (10): Linear(in_features=1000, out_features=20, bias=True)
    (11): Linear(in_features=1000, out_features=20, bias=True)
    (12): Linear(in_features=1000, out_features=20, bias=True)
    (13): Linear(in_features=1000, out_features=20, bias=True)
    (14): Linear(in_features=1000, out_features=20, bias=True)
    (15): Linear(in_features=1000, out_features=20, bias=True)
    (16): Linear(in_features=1000, out_features=20, bias=True)
    (17): Linear(in_features=1000, out_features=20, bias=True)
    (18): Linear(in_features=1000, out_features=20, bias=True)
    (19): Linear(in_features=1000, out_features=20, bias=True)
    (20): Linear(in_features=1000, out_features=20, bias=True)
    (21): Linear(in_features=1000, out_features=20, bias=True)
    (22): Linear(in_features=1000, out_features=20, bias=True)
    (23): Linear(in_features=1000, out_features=20, bias=True)
    (24): Linear(in_features=1000, out_features=20, bias=True)
    (25): Linear(in_features=1000, out_features=20, bias=True)
  )
)
======

************************************************************************************************************
Task 26
************************************************************************************************************
| Epoch   1, time= 14.9s | Train: skip eval | Valid: time=  0.3s loss=91.644, TAw acc= 38.5% | *
| Epoch   2, time= 14.3s | Train: skip eval | Valid: time=  0.3s loss=85.947, TAw acc= 51.3% | *
| Epoch   3, time= 14.2s | Train: skip eval | Valid: time=  0.3s loss=83.491, TAw acc= 75.6% | *
| Epoch   4, time= 15.0s | Train: skip eval | Valid: time=  0.3s loss=82.119, TAw acc= 82.1% | *
| Epoch   5, time= 15.0s | Train: skip eval | Valid: time=  0.3s loss=81.497, TAw acc= 94.9% | *
| Epoch   6, time= 15.2s | Train: skip eval | Valid: time=  0.3s loss=81.268, TAw acc= 96.2% | *
| Epoch   7, time= 15.1s | Train: skip eval | Valid: time=  0.3s loss=81.082, TAw acc= 96.2% | *
| Epoch   8, time= 15.1s | Train: skip eval | Valid: time=  0.3s loss=80.992, TAw acc= 96.2% | *
| Epoch   9, time= 15.2s | Train: skip eval | Valid: time=  0.3s loss=80.993, TAw acc= 96.2% |
| Epoch  10, time= 14.9s | Train: skip eval | Valid: time=  0.3s loss=80.995, TAw acc= 96.2% |
| Epoch  11, time= 14.8s | Train: skip eval | Valid: time=  0.3s loss=81.018, TAw acc= 96.2% |
| Epoch  12, time= 14.8s | Train: skip eval | Valid: time=  0.3s loss=81.005, TAw acc= 96.2% |
| Epoch  13, time= 14.9s | Train: skip eval | Valid: time=  0.3s loss=81.004, TAw acc= 96.2% | lr=3.3e-03
